Origin,Destination,ETA(Days),RouteID,VoyageID,Distance,ATA(Days),start_date,end_date,Delay
Yokohama,Busan,2,2,41,644.2606097,5,05-05-2016 00:00,10-05-2016 00:00,6
Busan,Wenzhou,2,2,41,624.1703,6,16-05-2016 00:00,22-05-2016 00:00,6
Wenzhou,Ningbo,1,2,41,234.4704,5,28-05-2016 00:00,02-06-2016 00:00,6
New York,Savannah,5,1,42,688.4059453,6,10-11-2016 00:00,16-11-2016 00:00,4
Savannah,Wilmington,3,1,42,628.8036587,6,20-11-2016 00:00,26-11-2016 00:00,6
Wilmington,Busan,36,1,42,10098.33221,41,02-12-2016 00:00,12-01-2017 00:00,6
Busan,Ningbo,8,1,42,506.2098107,13,18-01-2017 00:00,31-01-2017 00:00,6
New York,Savannah,5,2,42,688.4059453,8,29-07-2015 00:00,06-08-2015 00:00,4
Savannah,Wilmington,3,2,42,628.8036587,7,10-08-2015 00:00,17-08-2015 00:00,6
Wilmington,Busan,36,2,42,10098.33221,37,23-08-2015 00:00,29-09-2015 00:00,6
Busan,Wenzhou,2,2,42,624.1703,7,05-10-2015 00:00,12-10-2015 00:00,6
Wenzhou,Ningbo,1,2,42,234.4704,2,18-10-2015 00:00,20-10-2015 00:00,6
Savannah,Wilmington,3,1,43,628.8036587,6,27-10-2015 00:00,02-11-2015 00:00,6
Wilmington,Busan,36,1,43,10098.33221,41,08-11-2015 00:00,19-12-2015 00:00,6
Busan,Ningbo,8,1,43,506.2098107,9,25-12-2015 00:00,03-01-2016 00:00,6
Savannah,Wilmington,3,2,43,628.8036587,7,18-08-2015 00:00,25-08-2015 00:00,6
Wilmington,Busan,36,2,43,10098.33221,38,31-08-2015 00:00,08-10-2015 00:00,6
Busan,Wenzhou,2,2,43,624.1703,4,14-10-2015 00:00,18-10-2015 00:00,6
Wenzhou,Ningbo,1,2,43,234.4704,5,24-10-2015 00:00,29-10-2015 00:00,6
Los Angeles,Busan,20,1,44,5254.901206,22,28-06-2017 00:00,20-07-2017 00:00,3
Busan,Ningbo,8,1,44,506.2098107,10,23-07-2017 00:00,02-08-2017 00:00,6
Los Angeles,Busan,20,2,44,5254.901206,22,09-12-2017 00:00,31-12-2017 00:00,3
Busan,Wenzhou,2,2,44,624.1703,7,03-01-2018 00:00,10-01-2018 00:00,6
Wenzhou,Ningbo,1,2,44,234.4704,3,16-01-2018 00:00,19-01-2018 00:00,6
Long Beach,Busan,20,1,45,5254.9634,21,21-09-2015 00:00,12-10-2015 00:00,2
Busan,Ningbo,8,1,45,506.2098107,12,14-10-2015 00:00,26-10-2015 00:00,6
Long Beach,Busan,20,2,45,5254.9634,25,15-05-2015 00:00,09-06-2015 00:00,2
Busan,Wenzhou,2,2,45,624.1703,7,11-06-2015 00:00,18-06-2015 00:00,6
Wenzhou,Ningbo,1,2,45,234.4704,2,24-06-2015 00:00,26-06-2015 00:00,6
Seattle,Yokohama,15,1,46,4247.728669,17,17-11-2017 00:00,04-12-2017 00:00,5
Yokohama,Busan,2,1,46,644.2606097,6,09-12-2017 00:00,15-12-2017 00:00,6
Busan,Ningbo,8,1,46,506.2098107,9,21-12-2017 00:00,30-12-2017 00:00,6
Ningbo,Shanghai,5,1,46,134.246,8,05-01-2018 00:00,13-01-2018 00:00,6
Shanghai,Qingdao,3,1,46,335.4135659,7,19-01-2018 00:00,26-01-2018 00:00,6
Seattle,Yokohama,15,2,46,4247.728669,19,04-02-2017 00:00,23-02-2017 00:00,5
Yokohama,Busan,2,2,46,644.2606097,7,28-02-2017 00:00,07-03-2017 00:00,6
Busan,Wenzhou,2,2,46,624.1703,7,13-03-2017 00:00,20-03-2017 00:00,6
Wenzhou,Ningbo,1,2,46,234.4704,6,26-03-2017 00:00,01-04-2017 00:00,6
Ningbo,Shanghai,5,2,46,134.246,7,07-04-2017 00:00,14-04-2017 00:00,6
Shanghai,Qingdao,3,2,46,335.4135659,6,20-04-2017 00:00,26-04-2017 00:00,6
New York,Savannah,5,1,47,688.4059453,9,23-02-2018 00:00,04-03-2018 00:00,4
Savannah,Wilmington,3,1,47,628.8036587,8,08-03-2018 00:00,16-03-2018 00:00,6
Wilmington,Busan,36,1,47,10098.33221,37,22-03-2018 00:00,28-04-2018 00:00,6
Busan,Ningbo,8,1,47,506.2098107,12,04-05-2018 00:00,16-05-2018 00:00,6
Ningbo,Shanghai,5,1,47,134.246,7,22-05-2018 00:00,29-05-2018 00:00,6
Shanghai,Qingdao,3,1,47,335.4135659,5,04-06-2018 00:00,09-06-2018 00:00,6
New York,Savannah,5,2,47,688.4059453,8,15-01-2016 00:00,23-01-2016 00:00,4
Savannah,Wilmington,3,2,47,628.8036587,4,27-01-2016 00:00,31-01-2016 00:00,6
Wilmington,Busan,36,2,47,10098.33221,41,06-02-2016 00:00,18-03-2016 00:00,6
Busan,Wenzhou,2,2,47,624.1703,5,24-03-2016 00:00,29-03-2016 00:00,6
Wenzhou,Ningbo,1,2,47,234.4704,6,04-04-2016 00:00,10-04-2016 00:00,6
Ningbo,Shanghai,5,2,47,134.246,7,16-04-2016 00:00,23-04-2016 00:00,6
Shanghai,Qingdao,3,2,47,335.4135659,5,29-04-2016 00:00,04-05-2016 00:00,6
Savannah,Wilmington,3,1,48,628.8036587,7,02-12-2015 00:00,09-12-2015 00:00,6
Wilmington,Busan,36,1,48,10098.33221,41,15-12-2015 00:00,25-01-2016 00:00,6
Busan,Ningbo,8,1,48,506.2098107,9,31-01-2016 00:00,09-02-2016 00:00,6
Ningbo,Shanghai,5,1,48,134.246,6,15-02-2016 00:00,21-02-2016 00:00,6
Shanghai,Qingdao,3,1,48,335.4135659,7,27-02-2016 00:00,05-03-2016 00:00,6
Savannah,Wilmington,3,2,48,628.8036587,6,16-11-2015 00:00,22-11-2015 00:00,6
Wilmington,Busan,36,2,48,10098.33221,37,28-11-2015 00:00,04-01-2016 00:00,6
Busan,Wenzhou,2,2,48,624.1703,4,10-01-2016 00:00,14-01-2016 00:00,6
Wenzhou,Ningbo,1,2,48,234.4704,3,20-01-2016 00:00,23-01-2016 00:00,6
Ningbo,Shanghai,5,2,48,134.246,8,29-01-2016 00:00,06-02-2016 00:00,6
Shanghai,Qingdao,3,2,48,335.4135659,4,12-02-2016 00:00,16-02-2016 00:00,6
Los Angeles,Busan,20,1,49,5254.901206,21,04-05-2019 00:00,25-05-2019 00:00,3
Busan,Ningbo,8,1,49,506.2098107,13,28-05-2019 00:00,10-06-2019 00:00,6
Ningbo,Shanghai,5,1,49,134.246,6,16-06-2019 00:00,22-06-2019 00:00,6
Shanghai,Qingdao,3,1,49,335.4135659,6,28-06-2019 00:00,04-07-2019 00:00,6
Los Angeles,Busan,20,2,49,5254.901206,23,20-03-2015 00:00,12-04-2015 00:00,3
Busan,Wenzhou,2,2,49,624.1703,6,15-04-2015 00:00,21-04-2015 00:00,6
Wenzhou,Ningbo,1,2,49,234.4704,6,27-04-2015 00:00,03-05-2015 00:00,6
Ningbo,Shanghai,5,2,49,134.246,9,09-05-2015 00:00,18-05-2015 00:00,6
Shanghai,Qingdao,3,2,49,335.4135659,7,24-05-2015 00:00,31-05-2015 00:00,6
Long Beach,Busan,20,1,50,5254.9634,23,07-01-2017 00:00,30-01-2017 00:00,2
Busan,Ningbo,8,1,50,506.2098107,11,01-02-2017 00:00,12-02-2017 00:00,6
Ningbo,Shanghai,5,1,50,134.246,7,18-02-2017 00:00,25-02-2017 00:00,6
Shanghai,Qingdao,3,1,50,335.4135659,8,03-03-2017 00:00,11-03-2017 00:00,6
Long Beach,Busan,20,2,50,5254.9634,21,10-05-2017 00:00,31-05-2017 00:00,2
Busan,Wenzhou,2,2,50,624.1703,7,02-06-2017 00:00,09-06-2017 00:00,6
Wenzhou,Ningbo,1,2,50,234.4704,4,15-06-2017 00:00,19-06-2017 00:00,6
Ningbo,Shanghai,5,2,50,134.246,9,25-06-2017 00:00,04-07-2017 00:00,6
Shanghai,Qingdao,3,2,50,335.4135659,5,10-07-2017 00:00,15-07-2017 00:00,6
Qingdao,Shanghai,3,1,1,335.4135659,4,25-04-2016 00:00,29-04-2016 00:00,1
Shanghai,Ningbo,5,1,1,161.5943334,7,30-04-2016 00:00,07-05-2016 00:00,6
Ningbo,Wenzhou,1,1,1,234.4704,5,13-05-2016 00:00,18-05-2016 00:00,6
Wenzhou,Busan,2,1,1,624.1703,4,24-05-2016 00:00,28-05-2016 00:00,6
Busan,Long Beach,20,1,1,5254.9634,25,03-06-2016 00:00,28-06-2016 00:00,6
Qingdao,Shanghai,3,2,1,335.4135659,4,13-08-2019 00:00,17-08-2019 00:00,1
Shanghai,Ningbo,5,2,1,161.5943334,8,18-08-2019 00:00,26-08-2019 00:00,6
Ningbo,Busan,8,2,1,506.2098107,12,01-09-2019 00:00,13-09-2019 00:00,6
Busan,Long Beach,20,2,1,5254.9634,24,19-09-2019 00:00,13-10-2019 00:00,6
Qingdao,Shanghai,3,1,2,335.4135659,8,18-07-2019 00:00,26-07-2019 00:00,1
Shanghai,Ningbo,5,1,2,161.5943334,6,27-07-2019 00:00,02-08-2019 00:00,6
Ningbo,Wenzhou,1,1,2,234.4704,6,08-08-2019 00:00,14-08-2019 00:00,6
Wenzhou,Busan,2,1,2,624.1703,6,20-08-2019 00:00,26-08-2019 00:00,6
Busan,Los Angeles,20,1,2,5254.901206,22,01-09-2019 00:00,23-09-2019 00:00,6
Qingdao,Shanghai,3,2,2,335.4135659,7,17-04-2019 00:00,24-04-2019 00:00,1
Shanghai,Ningbo,5,2,2,161.5943334,9,25-04-2019 00:00,04-05-2019 00:00,6
Ningbo,Busan,8,2,2,506.2098107,10,10-05-2019 00:00,20-05-2019 00:00,6
Busan,Los Angeles,20,2,2,5254.901206,25,26-05-2019 00:00,20-06-2019 00:00,6
Qingdao,Shanghai,3,1,3,335.4135659,4,10-02-2017 00:00,14-02-2017 00:00,1
Shanghai,Ningbo,5,1,3,161.5943334,7,15-02-2017 00:00,22-02-2017 00:00,6
Ningbo,Wenzhou,1,1,3,234.4704,5,28-02-2017 00:00,05-03-2017 00:00,6
Wenzhou,Busan,2,1,3,624.1703,4,11-03-2017 00:00,15-03-2017 00:00,6
Busan,Wilmington,36,1,3,10098.33221,38,21-03-2017 00:00,28-04-2017 00:00,6
Wilmington,Savannah,3,1,3,628.8036587,5,04-05-2017 00:00,09-05-2017 00:00,6
Qingdao,Shanghai,3,2,3,335.4135659,6,21-06-2019 00:00,27-06-2019 00:00,1
Shanghai,Ningbo,5,2,3,161.5943334,6,28-06-2019 00:00,04-07-2019 00:00,6
Ningbo,Busan,8,2,3,506.2098107,13,10-07-2019 00:00,23-07-2019 00:00,6
Busan,Wilmington,36,2,3,10098.33221,39,29-07-2019 00:00,06-09-2019 00:00,6
Wilmington,Savannah,3,2,3,628.8036587,7,12-09-2019 00:00,19-09-2019 00:00,6
Qingdao,Shanghai,3,1,4,335.4135659,7,09-07-2018 00:00,16-07-2018 00:00,1
Shanghai,Ningbo,5,1,4,161.5943334,10,17-07-2018 00:00,27-07-2018 00:00,6
Ningbo,Wenzhou,1,1,4,234.4704,5,02-08-2018 00:00,07-08-2018 00:00,6
Wenzhou,Busan,2,1,4,624.1703,4,13-08-2018 00:00,17-08-2018 00:00,6
Busan,Wilmington,36,1,4,10098.33221,38,23-08-2018 00:00,30-09-2018 00:00,6
Wilmington,Savannah,3,1,4,628.8036587,8,06-10-2018 00:00,14-10-2018 00:00,6
Savannah,New York,5,1,4,688.4059453,9,20-10-2018 00:00,29-10-2018 00:00,6
Qingdao,Shanghai,3,2,4,335.4135659,8,04-10-2016 00:00,12-10-2016 00:00,1
Shanghai,Ningbo,5,2,4,161.5943334,10,13-10-2016 00:00,23-10-2016 00:00,6
Ningbo,Busan,8,2,4,506.2098107,11,29-10-2016 00:00,09-11-2016 00:00,6
Busan,Wilmington,36,2,4,10098.33221,37,15-11-2016 00:00,22-12-2016 00:00,6
Wilmington,Savannah,3,2,4,628.8036587,6,28-12-2016 00:00,03-01-2017 00:00,6
Savannah,New York,5,2,4,688.4059453,7,09-01-2017 00:00,16-01-2017 00:00,6
Qingdao,Shanghai,3,1,5,335.4135659,5,17-09-2016 00:00,22-09-2016 00:00,1
Shanghai,Ningbo,5,1,5,161.5943334,9,23-09-2016 00:00,02-10-2016 00:00,6
Ningbo,Wenzhou,1,1,5,234.4704,6,08-10-2016 00:00,14-10-2016 00:00,6
Wenzhou,Busan,2,1,5,624.1703,6,20-10-2016 00:00,26-10-2016 00:00,6
Busan,Yokohama,2,1,5,644.2606097,3,01-11-2016 00:00,04-11-2016 00:00,6
Yokohama,Seattle,15,1,5,4247.728669,18,10-11-2016 00:00,28-11-2016 00:00,6
Qingdao,Shanghai,3,2,5,335.4135659,5,07-10-2019 00:00,12-10-2019 00:00,1
Shanghai,Ningbo,5,2,5,161.5943334,7,13-10-2019 00:00,20-10-2019 00:00,6
Ningbo,Busan,8,2,5,506.2098107,12,26-10-2019 00:00,07-11-2019 00:00,6
Busan,Yokohama,2,2,5,644.2606097,5,13-11-2019 00:00,18-11-2019 00:00,6
Yokohama,Seattle,15,2,5,4247.728669,19,24-11-2019 00:00,13-12-2019 00:00,6
Ningbo,Wenzhou,1,1,6,234.4704,4,21-11-2015 00:00,25-11-2015 00:00,6
Wenzhou,Busan,2,1,6,624.1703,6,01-12-2015 00:00,07-12-2015 00:00,6
Busan,Long Beach,20,1,6,5254.9634,21,13-12-2015 00:00,03-01-2016 00:00,6
Ningbo,Busan,8,2,6,506.2098107,10,22-03-2019 00:00,01-04-2019 00:00,6
Busan,Long Beach,20,2,6,5254.9634,25,07-04-2019 00:00,02-05-2019 00:00,6
Ningbo,Wenzhou,1,1,7,234.4704,2,25-09-2018 00:00,27-09-2018 00:00,6
Wenzhou,Busan,2,1,7,624.1703,3,03-10-2018 00:00,06-10-2018 00:00,6
Busan,Los Angeles,20,1,7,5254.901206,24,12-10-2018 00:00,05-11-2018 00:00,6
Ningbo,Busan,8,2,7,506.2098107,13,12-07-2018 00:00,25-07-2018 00:00,6
Busan,Los Angeles,20,2,7,5254.901206,23,31-07-2018 00:00,23-08-2018 00:00,6
Ningbo,Wenzhou,1,1,8,234.4704,5,07-11-2017 00:00,12-11-2017 00:00,6
Wenzhou,Busan,2,1,8,624.1703,5,18-11-2017 00:00,23-11-2017 00:00,6
Busan,Wilmington,36,1,8,10098.33221,38,29-11-2017 00:00,06-01-2018 00:00,6
Wilmington,Savannah,3,1,8,628.8036587,7,12-01-2018 00:00,19-01-2018 00:00,6
Ningbo,Busan,8,2,8,506.2098107,12,19-12-2017 00:00,31-12-2017 00:00,6
Busan,Wilmington,36,2,8,10098.33221,38,06-01-2018 00:00,13-02-2018 00:00,6
Wilmington,Savannah,3,2,8,628.8036587,6,19-02-2018 00:00,25-02-2018 00:00,6
Ningbo,Wenzhou,1,1,9,234.4704,6,01-05-2016 00:00,07-05-2016 00:00,6
Wenzhou,Busan,2,1,9,624.1703,5,13-05-2016 00:00,18-05-2016 00:00,6
Busan,Wilmington,36,1,9,10098.33221,39,24-05-2016 00:00,02-07-2016 00:00,6
Wilmington,Savannah,3,1,9,628.8036587,7,08-07-2016 00:00,15-07-2016 00:00,6
Savannah,New York,5,1,9,688.4059453,7,21-07-2016 00:00,28-07-2016 00:00,6
Ningbo,Busan,8,2,9,506.2098107,11,26-01-2017 00:00,06-02-2017 00:00,6
Busan,Wilmington,36,2,9,10098.33221,38,12-02-2017 00:00,22-03-2017 00:00,6
Wilmington,Savannah,3,2,9,628.8036587,4,28-03-2017 00:00,01-04-2017 00:00,6
Savannah,New York,5,2,9,688.4059453,6,07-04-2017 00:00,13-04-2017 00:00,6
Ningbo,Wenzhou,1,1,10,234.4704,5,13-07-2015 00:00,18-07-2015 00:00,6
Wenzhou,Busan,2,1,10,624.1703,4,24-07-2015 00:00,28-07-2015 00:00,6
Busan,Yokohama,2,1,10,644.2606097,6,03-08-2015 00:00,09-08-2015 00:00,6
Yokohama,Seattle,15,1,10,4247.728669,18,15-08-2015 00:00,02-09-2015 00:00,6
Ningbo,Busan,8,2,10,506.2098107,10,04-04-2019 00:00,14-04-2019 00:00,6
Busan,Yokohama,2,2,10,644.2606097,6,20-04-2019 00:00,26-04-2019 00:00,6
Yokohama,Seattle,15,2,10,4247.728669,18,02-05-2019 00:00,20-05-2019 00:00,6
Shanghai,Ningbo,5,1,11,161.5943334,9,24-03-2017 00:00,02-04-2017 00:00,6
Ningbo,Wenzhou,1,1,11,234.4704,6,08-04-2017 00:00,14-04-2017 00:00,6
Wenzhou,Busan,2,1,11,624.1703,5,20-04-2017 00:00,25-04-2017 00:00,6
Busan,Long Beach,20,1,11,5254.9634,24,01-05-2017 00:00,25-05-2017 00:00,6
Shanghai,Ningbo,5,2,11,161.5943334,9,26-05-2017 00:00,04-06-2017 00:00,6
Ningbo,Busan,8,2,11,506.2098107,13,10-06-2017 00:00,23-06-2017 00:00,6
Busan,Long Beach,20,2,11,5254.9634,23,29-06-2017 00:00,22-07-2017 00:00,6
Shanghai,Ningbo,5,1,12,161.5943334,6,16-11-2016 00:00,22-11-2016 00:00,6
Ningbo,Wenzhou,1,1,12,234.4704,5,28-11-2016 00:00,03-12-2016 00:00,6
Wenzhou,Busan,2,1,12,624.1703,6,09-12-2016 00:00,15-12-2016 00:00,6
Busan,Los Angeles,20,1,12,5254.901206,21,21-12-2016 00:00,11-01-2017 00:00,6
Shanghai,Ningbo,5,2,12,161.5943334,9,08-09-2017 00:00,17-09-2017 00:00,6
Ningbo,Busan,8,2,12,506.2098107,10,23-09-2017 00:00,03-10-2017 00:00,6
Busan,Los Angeles,20,2,12,5254.901206,22,09-10-2017 00:00,31-10-2017 00:00,6
Shanghai,Ningbo,5,1,13,161.5943334,9,26-06-2015 00:00,05-07-2015 00:00,6
Ningbo,Wenzhou,1,1,13,234.4704,5,11-07-2015 00:00,16-07-2015 00:00,6
Wenzhou,Busan,2,1,13,624.1703,6,22-07-2015 00:00,28-07-2015 00:00,6
Busan,Wilmington,36,1,13,10098.33221,40,03-08-2015 00:00,12-09-2015 00:00,6
Wilmington,Savannah,3,1,13,628.8036587,7,18-09-2015 00:00,25-09-2015 00:00,6
Shanghai,Ningbo,5,2,13,161.5943334,7,22-02-2015 00:00,01-03-2015 00:00,6
Ningbo,Busan,8,2,13,506.2098107,9,07-03-2015 00:00,16-03-2015 00:00,6
Busan,Wilmington,36,2,13,10098.33221,41,22-03-2015 00:00,02-05-2015 00:00,6
Wilmington,Savannah,3,2,13,628.8036587,8,08-05-2015 00:00,16-05-2015 00:00,6
Shanghai,Ningbo,5,1,14,161.5943334,6,07-03-2016 00:00,13-03-2016 00:00,6
Ningbo,Wenzhou,1,1,14,234.4704,5,19-03-2016 00:00,24-03-2016 00:00,6
Wenzhou,Busan,2,1,14,624.1703,6,30-03-2016 00:00,05-04-2016 00:00,6
Busan,Wilmington,36,1,14,10098.33221,40,11-04-2016 00:00,21-05-2016 00:00,6
Wilmington,Savannah,3,1,14,628.8036587,8,27-05-2016 00:00,04-06-2016 00:00,6
Savannah,New York,5,1,14,688.4059453,10,10-06-2016 00:00,20-06-2016 00:00,6
Shanghai,Ningbo,5,2,14,161.5943334,6,18-01-2016 00:00,24-01-2016 00:00,6
Ningbo,Busan,8,2,14,506.2098107,12,30-01-2016 00:00,11-02-2016 00:00,6
Busan,Wilmington,36,2,14,10098.33221,39,17-02-2016 00:00,27-03-2016 00:00,6
Wilmington,Savannah,3,2,14,628.8036587,5,02-04-2016 00:00,07-04-2016 00:00,6
Savannah,New York,5,2,14,688.4059453,8,13-04-2016 00:00,21-04-2016 00:00,6
Shanghai,Ningbo,5,1,15,161.5943334,8,03-02-2019 00:00,11-02-2019 00:00,6
Ningbo,Wenzhou,1,1,15,234.4704,5,17-02-2019 00:00,22-02-2019 00:00,6
Wenzhou,Busan,2,1,15,624.1703,5,28-02-2019 00:00,05-03-2019 00:00,6
Busan,Yokohama,2,1,15,644.2606097,5,11-03-2019 00:00,16-03-2019 00:00,6
Yokohama,Seattle,15,1,15,4247.728669,19,22-03-2019 00:00,10-04-2019 00:00,6
Shanghai,Ningbo,5,2,15,161.5943334,7,19-06-2017 00:00,26-06-2017 00:00,6
Ningbo,Busan,8,2,15,506.2098107,13,02-07-2017 00:00,15-07-2017 00:00,6
Busan,Yokohama,2,2,15,644.2606097,5,21-07-2017 00:00,26-07-2017 00:00,6
Yokohama,Seattle,15,2,15,4247.728669,20,01-08-2017 00:00,21-08-2017 00:00,6
Guangzhou,Shenzhen,1,1,16,46.8502718,6,04-07-2015 00:00,10-07-2015 00:00,0
Shenzhen,Ningbo,2,1,16,746.6292581,3,10-07-2015 00:00,13-07-2015 00:00,6
Ningbo,Shanghai,1,1,16,134.246,2,19-07-2015 00:00,21-07-2015 00:00,6
Shanghai,Busan,2,1,16,481.9350185,7,27-07-2015 00:00,03-08-2015 00:00,6
Busan,Long Beach,20,1,16,5254.9634,23,09-08-2015 00:00,01-09-2015 00:00,6
Guangzhou,Shenzhen,1,2,16,46.8502718,2,26-08-2019 00:00,28-08-2019 00:00,0
Shenzhen,Shanghai,3,2,16,872.8668682,6,28-08-2019 00:00,03-09-2019 00:00,6
Shanghai,Busan,2,2,16,481.9350185,7,09-09-2019 00:00,16-09-2019 00:00,6
Busan,Long Beach,20,2,16,5254.9634,22,22-09-2019 00:00,14-10-2019 00:00,6
Guangzhou,Shenzhen,1,1,17,46.8502718,2,07-07-2017 00:00,09-07-2017 00:00,0
Shenzhen,Ningbo,2,1,17,746.6292581,5,09-07-2017 00:00,14-07-2017 00:00,6
Ningbo,Shanghai,1,1,17,134.246,5,20-07-2017 00:00,25-07-2017 00:00,6
Shanghai,Busan,2,1,17,481.9350185,5,31-07-2017 00:00,05-08-2017 00:00,6
Busan,Los Angeles,20,1,17,5254.901206,23,11-08-2017 00:00,03-09-2017 00:00,6
Guangzhou,Shenzhen,1,2,17,46.8502718,2,01-07-2019 00:00,03-07-2019 00:00,0
Shenzhen,Shanghai,3,2,17,872.8668682,8,03-07-2019 00:00,11-07-2019 00:00,6
Shanghai,Busan,2,2,17,481.9350185,3,17-07-2019 00:00,20-07-2019 00:00,6
Busan,Los Angeles,20,2,17,5254.901206,22,26-07-2019 00:00,17-08-2019 00:00,6
Guangzhou,Shenzhen,1,1,18,46.8502718,6,03-02-2018 00:00,09-02-2018 00:00,0
Shenzhen,Ningbo,2,1,18,746.6292581,4,09-02-2018 00:00,13-02-2018 00:00,6
Ningbo,Shanghai,1,1,18,134.246,4,19-02-2018 00:00,23-02-2018 00:00,6
Shanghai,Busan,2,1,18,481.9350185,7,01-03-2018 00:00,08-03-2018 00:00,6
Busan,Wilmington,36,1,18,10098.33221,40,14-03-2018 00:00,23-04-2018 00:00,6
Wilmington,Savannah,3,1,18,628.8036587,4,29-04-2018 00:00,03-05-2018 00:00,6
Guangzhou,Shenzhen,1,2,18,46.8502718,3,22-06-2016 00:00,25-06-2016 00:00,0
Shenzhen,Shanghai,3,2,18,872.8668682,8,25-06-2016 00:00,03-07-2016 00:00,6
Shanghai,Busan,2,2,18,481.9350185,3,09-07-2016 00:00,12-07-2016 00:00,6
Busan,Wilmington,36,2,18,10098.33221,37,18-07-2016 00:00,24-08-2016 00:00,6
Wilmington,Savannah,3,2,18,628.8036587,4,30-08-2016 00:00,03-09-2016 00:00,6
Guangzhou,Shenzhen,1,1,19,46.8502718,3,14-03-2015 00:00,17-03-2015 00:00,0
Shenzhen,Ningbo,2,1,19,746.6292581,4,17-03-2015 00:00,21-03-2015 00:00,6
Ningbo,Shanghai,1,1,19,134.246,2,27-03-2015 00:00,29-03-2015 00:00,6
Shanghai,Busan,2,1,19,481.9350185,5,04-04-2015 00:00,09-04-2015 00:00,6
Busan,Wilmington,36,1,19,10098.33221,37,15-04-2015 00:00,22-05-2015 00:00,6
Wilmington,Savannah,3,1,19,628.8036587,6,28-05-2015 00:00,03-06-2015 00:00,6
Savannah,New York,5,1,19,688.4059453,7,09-06-2015 00:00,16-06-2015 00:00,6
Guangzhou,Shenzhen,1,2,19,46.8502718,3,21-06-2015 00:00,24-06-2015 00:00,0
Shenzhen,Shanghai,3,2,19,872.8668682,6,24-06-2015 00:00,30-06-2015 00:00,6
Shanghai,Busan,2,2,19,481.9350185,5,06-07-2015 00:00,11-07-2015 00:00,6
Busan,Wilmington,36,2,19,10098.33221,40,17-07-2015 00:00,26-08-2015 00:00,6
Wilmington,Savannah,3,2,19,628.8036587,6,01-09-2015 00:00,07-09-2015 00:00,6
Savannah,New York,5,2,19,688.4059453,7,13-09-2015 00:00,20-09-2015 00:00,6
Guangzhou,Shenzhen,1,1,20,46.8502718,3,15-04-2018 00:00,18-04-2018 00:00,0
Shenzhen,Ningbo,2,1,20,746.6292581,7,18-04-2018 00:00,25-04-2018 00:00,6
Ningbo,Shanghai,1,1,20,134.246,5,01-05-2018 00:00,06-05-2018 00:00,6
Shanghai,Busan,2,1,20,481.9350185,5,12-05-2018 00:00,17-05-2018 00:00,6
Busan,Yokohama,2,1,20,644.2606097,7,23-05-2018 00:00,30-05-2018 00:00,6
Yokohama,Seattle,15,1,20,4247.728669,20,05-06-2018 00:00,25-06-2018 00:00,6
Guangzhou,Shenzhen,1,2,20,46.8502718,4,31-07-2018 00:00,04-08-2018 00:00,0
Shenzhen,Shanghai,3,2,20,872.8668682,7,04-08-2018 00:00,11-08-2018 00:00,6
Shanghai,Busan,2,2,20,481.9350185,5,17-08-2018 00:00,22-08-2018 00:00,6
Busan,Yokohama,2,2,20,644.2606097,3,28-08-2018 00:00,31-08-2018 00:00,6
Yokohama,Seattle,15,2,20,4247.728669,20,06-09-2018 00:00,26-09-2018 00:00,6
Shenzhen,Ningbo,2,1,21,746.6292581,5,01-08-2018 00:00,06-08-2018 00:00,6
Ningbo,Shanghai,1,1,21,134.246,3,12-08-2018 00:00,15-08-2018 00:00,6
Shanghai,Busan,2,1,21,481.9350185,4,21-08-2018 00:00,25-08-2018 00:00,6
Busan,Long Beach,20,1,21,5254.9634,22,31-08-2018 00:00,22-09-2018 00:00,6
Shenzhen,Shanghai,3,2,21,872.8668682,7,03-08-2017 00:00,10-08-2017 00:00,6
Shanghai,Busan,2,2,21,481.9350185,3,16-08-2017 00:00,19-08-2017 00:00,6
Busan,Long Beach,20,2,21,5254.9634,22,25-08-2017 00:00,16-09-2017 00:00,6
Shenzhen,Ningbo,2,1,22,746.6292581,6,26-10-2018 00:00,01-11-2018 00:00,6
Ningbo,Shanghai,1,1,22,134.246,6,07-11-2018 00:00,13-11-2018 00:00,6
Shanghai,Busan,2,1,22,481.9350185,5,19-11-2018 00:00,24-11-2018 00:00,6
Busan,Los Angeles,20,1,22,5254.901206,22,30-11-2018 00:00,22-12-2018 00:00,6
Shenzhen,Shanghai,3,2,22,872.8668682,7,08-08-2015 00:00,15-08-2015 00:00,6
Shanghai,Busan,2,2,22,481.9350185,6,21-08-2015 00:00,27-08-2015 00:00,6
Busan,Los Angeles,20,2,22,5254.901206,21,02-09-2015 00:00,23-09-2015 00:00,6
Shenzhen,Ningbo,2,1,23,746.6292581,3,01-12-2019 00:00,04-12-2019 00:00,6
Ningbo,Shanghai,1,1,23,134.246,6,10-12-2019 00:00,16-12-2019 00:00,6
Shanghai,Busan,2,1,23,481.9350185,3,22-12-2019 00:00,25-12-2019 00:00,6
Busan,Wilmington,36,1,23,10098.33221,39,31-12-2019 00:00,08-02-2020 00:00,6
Wilmington,Savannah,3,1,23,628.8036587,7,14-02-2020 00:00,21-02-2020 00:00,6
Shenzhen,Shanghai,3,2,23,872.8668682,8,06-11-2018 00:00,14-11-2018 00:00,6
Shanghai,Busan,2,2,23,481.9350185,7,20-11-2018 00:00,27-11-2018 00:00,6
